Date Time Observed Predicted
01/01/2019,00:00,6.7997812411,10.085440859
01/01/2019,01:00,13.24314017,1.7733306894
01/01/2019,02:00,5.1177976731,8.4719053468
01/01/2019,03:00,6.1582686039,3.1659901643
01/01/2019,04:00,2.211369031,6.6099342626
01/01/2019,05:00,5.9125691767,1.2395060072
01/01/2019,06:00,2.3335818498,6.9958254948
01/01/2019,07:00,0.9262630564,5.1107981928
01/01/2019,08:00,6.075963878,12.412670989
01/01/2019,09:00,0.0839175676,4.771629072
01/01/2019,10:00,5.8871725341,4.5258128122
01/01/2019,11:00,2.0829455583,1.7876608525
01/01/2019,12:00,3.5821960359,3.2267736926
01/01/2019,13:00,18.882556364,7.9217614491
01/01/2019,14:00,11.946100262,3.3054805796
01/01/2019,15:00,8.5064474885,0.1534323881
01/01/2019,16:00,4.699420379,0.2443461982
01/01/2019,17:00,2.1680099168,0.9302913151
01/01/2019,18:00,8.4401890669,2.2207539343
01/01/2019,19:00,2.8884273261,3.5487177634
01/01/2019,20:00,15.571608515,5.5011956733
01/01/2019,21:00,9.608549296,5.0442570485
01/01/2019,22:00,12.243407667,5.1357090642
01/01/2019,23:00,5.0218729088,3.4167520214
01/02/2019,00:00,0.6501097718,3.4177673377
01/02/2019,01:00,14.5918584,9.1056434753
01/02/2019,02:00,4.8042005986,5.8017308954
01/02/2019,03:00,5.0975480523,3.3795455304
01/02/2019,04:00,4.5427883795,3.548787621
01/02/2019,05:00,2.7116604665,1.1292791135
01/02/2019,06:00,6.5583636912,6.7906232665
01/02/2019,07:00,3.1283787258,3.4807855842
01/02/2019,08:00,4.3786722152,1.1992249275
01/02/2019,09:00,6.8034665592,2.6508507461
01/02/2019,10:00,8.8275306007,7.5871162456
01/02/2019,11:00,1.035812413,1.1904082782
01/02/2019,12:00,9.0683223337,5.6835357934
01/02/2019,13:00,5.7443326885,1.895094176
01/02/2019,14:00,0.782197085,2.4445852051
01/02/2019,15:00,5.288130232,8.9281201971
01/02/2019,16:00,8.3314309077,0.6275300263
01/02/2019,17:00,13.575451351,5.9055192846
01/02/2019,18:00,3.0792163245,4.6858465479
01/02/2019,19:00,2.4762487993,13.269337129
01/02/2019,20:00,0.4224432386,1.2899028619
01/02/2019,21:00,4.9995509613,1.6457979093
01/02/2019,22:00,2.8103316251,3.12936072
01/02/2019,23:00,4.5897825984,5.3038871412
01/03/2019,00:00,0.0794383846,0.8487287198
01/03/2019,01:00,5.2806112482,4.8749123515
01/03/2019,02:00,5.003068043,4.7153942356
01/03/2019,03:00,16.61369975,2.7882447371
01/03/2019,04:00,19.369865919,1.0415166585
01/03/2019,05:00,9.2263748275,7.8372644622
01/03/2019,06:00,9.0642718166,0.0194682044
01/03/2019,07:00,3.7301525392,3.1580855066
01/03/2019,08:00,8.7224188452,5.4658495026
01/03/2019,09:00,0.1247736088,6.7349120825
01/03/2019,10:00,7.2849867735,1.2216023416
01/03/2019,11:00,7.6555559751,4.2394688304
01/03/2019,12:00,4.2744439095,1.5388257496
01/03/2019,13:00,2.4660146124,4.15780992
01/03/2019,14:00,2.432095454,8.3554165536
01/03/2019,15:00,4.5402141252,8.8981591253
01/03/2019,16:00,9.9297429339,0.5000845954
01/03/2019,17:00,0.588871461,3.217801496
01/03/2019,18:00,20.575930581,0.8060978344
01/03/2019,19:00,5.3712279021,0.9824933912
01/03/2019,20:00,0.2923627538,1.1202348387
01/03/2019,21:00,2.6496020612,2.9461550615
01/03/2019,22:00,20.790636421,0.3805376682
01/03/2019,23:00,1.225240931,5.4601938711
01/04/2019,00:00,12.942672618,1.0333957233
01/04/2019,01:00,0.0883369049,10.015362126
01/04/2019,02:00,8.0699497315,3.0217208915
01/04/2019,03:00,11.097363225,1.6782227758
01/04/2019,04:00,4.3914940787,2.8590566421
01/04/2019,05:00,1.0140372787,3.4158631618
01/04/2019,06:00,6.5100398503,0.7391220894
01/04/2019,07:00,5.5170503961,1.5243636374
01/04/2019,08:00,2.0867267913,4.4702783318
01/04/2019,09:00,0.3027658828,2.8846164221
01/04/2019,10:00,0.5989953333,0.8940141074
01/04/2019,11:00,0.758627826,0.73518419
01/04/2019,12:00,2.8293174832,2.2332523455
01/04/2019,13:00,0.3107975755,4.1866055496
01/04/2019,14:00,19.123128184,3.4895187504
01/04/2019,15:00,2.3988355995,5.0798018468
01/04/2019,16:00,16.831657667,3.7175187524
01/04/2019,17:00,3.5115180432,1.0574808409
